,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume,volume_adi,volume_obv,volume_obvm,volume_cmf,volume_fi,volume_em,volume_vpt,volume_nvi,volatility_atr,volatility_bbh,volatility_bbl,volatility_bbm,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kchi,volatility_kcli,volatility_dch,volatility_dcl,volatility_dchi,volatility_dcli,trend_macd,trend_macd_signal,trend_macd_diff,trend_ema_fast,trend_ema_slow,trend_adx,trend_adx_pos,trend_adx_neg,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_diff,trend_trix,trend_mass_index,trend_cci,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_a,trend_ichimoku_b,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,momentum_rsi,momentum_mfi,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,others_dr,others_dlr,others_cr
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,2018-01-23,177.3,179.44,176.82,177.04,31702531.0,0.0,1.0,177.3,179.44,176.82,177.04,31702531.0,-51782892.90247619,31702531.0,10948338.2,-0.06457078903681672,-47198488.88999983,7.699105867393626e-08,1432142.2337207566,1029.0006729297277,5.455202777727698,179.04035659277991,153.7026434072201,166.37150000000003,0.0,0.0,168.7527233333334,172.4748933333333,165.03055333333333,0.0,0.0,177.04,155.32,1.0,0.0,0.4425218981351407,-1.348991526572819,1.7915134247079596,169.4982208165087,169.05569891837357,20.0,20.0,20.0,0.9417469973169064,0.551865136218191,0.38988186109871537,-0.15976128430034972,25.96321421035141,118.8555805519194,-6.831500000000035,-37.83393273575004,-60.229406811539754,22.395474075789718,167.59875,166.87,176.0975,174.22,8.0,52.0,-44.0,73.70551276817012,58.578542079810454,-5.329807783300269,50.946183684733924,91.78082191780821,88.28614699944313,-8.219178082191803,2.5553500000001748,1.618643094937422,1.6056827352048049,5.168112153974104
45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,2018-01-22,177.3,177.78,176.6016,177.0,26023683.0,0.0,1.0,177.3,177.78,176.6016,177.0,26023683.0,-34805662.99958001,-26023683.0,14955014.5,-0.049433913100699035,-68217235.72000003,1.2829007814335944e-07,507271.0993992564,1028.7681829448816,5.149716865032863,179.95882078293877,153.29917921706132,166.62900000000005,0.0,0.0,170.55311000000006,173.60511999999997,167.5011,0.0,0.0,177.04,155.32,0.0,0.0,0.9911262861363924,-0.8809516552217365,1.8720779413581288,170.65287172205956,169.66174543592317,20.0,20.0,20.0,1.0852930295788157,0.4932354157252751,0.5920576138535407,-0.11987057326192148,25.74058858145317,104.66348484530896,-3.599000000000018,-26.562215715457626,-55.80017981838368,29.23796410292606,168.715,166.87,175.82,174.22,4.0,48.0,-44.0,73.52824972165686,61.60560882848882,-4.0090461949677785,50.6289357826691,90.40880503144658,90.26917104270552,-9.591194968553447,4.391368823529575,-0.02259376412109271,-0.02259631689653929,5.144350718783408
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,2018-01-19,178.61,179.58,177.41,178.46,30827809.0,0.0,1.0,178.61,179.58,177.41,178.46,30827809.0,-9421666.62676529,30827809.0,9494187.9,-0.027197776411052286,-1242105.240000014,1.0088394809773818e-07,248406.15259425173,1028.7681829448816,4.96616566038766,181.0614849546829,152.7995150453171,166.93050000000005,0.0,0.0,172.15911000000008,174.75811999999996,169.56009999999995,0.0,0.0,178.46,155.32,1.0,0.0,1.52298049537589,-0.4001518223590061,1.923132317734896,171.85443597066418,170.33145547528832,20.0,20.0,20.0,1.0303960519255302,0.4822902685798636,0.5481057833456666,-0.07767764826475268,25.516414038270625,109.31066837245665,-9.440500000000013,-13.091865886858725,-49.55632777543094,36.464461888572224,168.525,166.87,175.37625,174.22,100.0,44.0,56.0,75.96292286644925,67.99111864166193,-2.628209963070399,50.30242653310224,95.62157935887413,92.60373543604298,-4.378420641125895,5.89025117647077,0.8248587570621524,0.8214753898176497,6.011643103243448
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,2018-01-18,179.37,180.1,178.25,179.26,30234512.0,0.0,1.0,179.37,180.1,178.25,179.26,30234512.0,1783861.056495113,30234512.0,8707672.6,-0.07675345849000338,9516473.539999962,8.426949883672266e-08,389821.06986402656,1033.3799421422136,4.743582398931398,182.1954011313147,152.29259886868545,167.24400000000006,0.0,0.0,173.3074433333334,175.90545333333333,170.70943333333332,0.0,0.0,179.26,155.32,1.0,0.0,1.9844324223955712,0.07677566243022582,1.907656759965345,172.99412879395905,171.00969637156342,20.0,20.0,20.0,1.0411897208909195,0.5173729673387351,0.5238167535521845,-0.03468809178165344,25.335142614891943,105.77391457601885,-6.874000000000052,-3.5985837760973247,-42.234230220693824,38.63564644459649,168.785,166.87,175.37625,174.22,100.0,40.0,60.0,77.2838468743934,67.15613312481882,-1.286849565341582,51.86126058284254,96.78160919540228,94.27066452857436,-3.218390804597715,7.086662941176628,0.4482797265493499,0.4472779457210585,6.486871807057137
48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,2018-01-17,176.15,179.25,175.07,179.1,32752734.0,0.0,1.0,176.15,179.25,175.07,179.1,32752734.0,33180365.81911261,-32752734.0,8530809.1,-0.08426128048233117,1231951.9999999737,9.064231391734664e-08,106301.46329450687,1033.3799421422136,4.704040799007728,183.69509212075428,151.96590787924583,167.83050000000006,0.0,0.0,174.34238666666673,177.16422666666665,171.5205466666667,0.0,0.0,179.26,155.32,0.0,0.0,2.3106524055090745,0.5235589819267692,1.7870934235823053,173.9337553966797,171.62310299117058,20.0,20.0,20.0,1.0746385983188858,0.4934103646016138,0.581228233717272,0.0068419740426705145,25.29324316722595,84.18578950133238,-0.05050000000005639,5.640557652759192,-33.956263737113574,39.59682138987276,169.3775,166.87,175.37625,174.22,96.0,36.0,60.0,76.31603735211489,59.78672785727145,-0.10964532161722652,52.15869829866274,95.850622406639,96.0846036536385,-4.149377593360997,7.406898235294335,-0.0892558295213619,-0.08929568625495321,6.391826066294402
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,2018-01-16,177.9,179.39,176.14,176.19,29159005.0,0.0,1.0,177.9,179.39,176.14,176.19,29159005.0,2140254.4648510558,-29159005.0,10128611.2,-0.14112740067274904,3301806.4899999923,8.626110026274524e-08,-503006.50247957656,1016.5896817757488,4.6001807419357466,184.62034624138042,152.2256537586197,168.42300000000006,0.0,0.0,175.43172000000007,178.31155999999996,172.55188,0.0,0.0,179.26,155.32,0.0,0.0,2.312190282354408,0.8812903477249611,1.4308999346294464,174.280951805406,171.9687615230516,20.0,20.0,20.0,1.064621075383828,0.4535491025898154,0.6110719727940126,0.04218812133805068,25.256501875527626,71.77561554079685,-0.9930000000000518,13.161647754551876,-25.03529507741601,38.196942831967895,170.125,166.87,175.19125000000003,174.22,92.0,32.0,60.0,60.43408109425685,63.141861872013045,0.5445252620498854,52.56572694323253,80.45000000000002,91.02741053401378,-19.549999999999983,7.316986470588375,-1.6247906197654929,-1.638135086412884,4.663181656172033
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2018-01-12,176.18,177.36,175.65,177.09,25039531.0,0.0,1.0,176.18,177.36,175.65,177.09,25039531.0,-11129494.16194338,25039531.0,7789121.9,-0.17068171301274965,15503538.02999993,6.045350247114298e-08,-345867.80104349874,1021.7825458066144,4.393739260368908,185.54688322677777,152.73711677322234,169.14200000000002,0.0,0.0,176.2620533333334,179.0038933333333,173.52021333333334,0.0,0.0,179.26,155.32,0.0,0.0,2.3574468450345023,1.1765250181708868,1.1809218268636157,174.71319929414082,172.35575244910632,20.0,20.0,20.0,1.0352778177417876,0.5206946773853436,0.5145831403564439,0.07279544800568816,25.162124566537088,60.895324116543826,-2.172000000000054,23.23642872211773,-15.662331460649204,38.89876018276693,170.2425,166.87,175.01625,174.22,88.0,28.000000000000004,60.0,63.1693204861289,59.083827164945,1.253506496037227,56.16028779516425,80.45454545454551,85.5850559537282,-19.54545454545448,7.1687970588236825,0.5108121913843133,0.5095119718170338,5.19781394796246
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,2018-01-11,174.59,175.4886,174.49,175.28,17523256.0,0.0,1.0,174.59,175.4886,174.49,175.28,17523256.0,27334614.948580604,-17523256.0,2324615.8,-0.2084600277680893,10588531.58999996,3.9498550107188834e-08,-51196.57225528142,1011.3391192556516,4.2656150274854125,185.48931137098737,154.72568862901278,170.1075000000001,0.0,0.0,176.65167333333335,179.29937333333328,174.00397333333336,0.0,0.0,179.26,155.32,0.0,0.0,2.2240174761799665,1.3860254234301108,0.8379920527498557,174.80041412435605,172.5763966481761,20.0,20.0,20.0,0.9796274570249364,0.6487033739113476,0.3309240831135889,0.09664634139916158,24.979682077003822,42.76795816938049,-2.147500000000065,31.11206162383337,-6.108110588238683,37.22017221207205,170.91,166.87,175.01625,174.22,84.0,24.0,60.0,54.436608826682026,53.719413814028044,1.6379806034796882,52.29440090929568,68.70129870129877,76.53528138528145,-31.29870129870125,6.449589411764863,-1.02207916878424,-1.0273382633497086,4.122609005583944
52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,2018-01-10,173.16,174.3,173.0,174.29,23589129.0,0.0,1.0,173.16,174.3,173.0,174.29,23589129.0,33428523.58744657,-23589129.0,3931883.3,-0.1308021756151206,4061125.6000000164,3.5207450942512576e-08,-312335.44765988045,1011.3391192556516,4.123785382665028,184.85669166840268,157.25530833159743,171.0560000000001,0.0,0.0,176.81834000000003,179.15403999999995,174.48264,0.0,0.0,179.26,157.49,0.0,0.0,2.0163620268469344,1.5120936653581851,0.5042683614887491,174.72187765721537,172.7055156303684,20.0,20.0,20.0,0.9394959980981076,0.6519864225902748,0.28750957550783285,0.1135955239766233,24.69968308829445,26.507512434710414,0.4539999999999225,37.0400629028258,3.2337956157693832,33.80626728705641,170.86,166.87,175.01625,174.22,80.0,20.0,60.0,50.06832818307638,54.43653507578036,1.8451692419041328,53.533123332150325,62.27272727272727,70.47619047619052,-37.72727272727273,5.4201041176472415,-0.5648105887722576,-0.5664116753620441,3.5345134846144646
53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,2018-01-09,174.55,175.06,173.41,174.33,21262614.0,0.0,1.0,174.55,175.06,173.41,174.33,21262614.0,25674641.54125837,21262614.0,1001919.0,-0.08138716048033046,-3552390.0999999577,4.451685946300344e-08,-128354.07419010007,1011.571224165688,3.947086426760383,184.5427952342635,159.04820476573659,171.79550000000006,0.0,0.0,176.75433999999996,178.84503999999995,174.66364000000004,0.0,0.0,179.26,157.49,0.0,0.0,1.833817854859632,1.5764388794210176,0.2573789754386142,174.66158149979333,172.8277636449337,20.0,20.0,20.0,0.9892081788745498,0.6035617970434121,0.38564638183113775,0.12500923512072531,24.355796498048626,25.46512117618132,-0.6855000000000473,40.573523238455344,11.945735168458867,28.62778806999648,170.86,166.87,174.51375000000004,174.22,76.0,16.0,60.0,50.25442828009693,61.8753980129771,2.037526980429626,53.01654851523064,55.71757482732171,62.230533600449284,-44.28242517267829,4.985030588235475,0.022950255321596558,0.022947622153335345,3.55827491980516
54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,2018-01-08,174.35,175.61,173.93,174.35,20134092.0,0.0,1.0,174.35,175.61,173.93,174.35,20134092.0,-7618623.781818192,20134092.0,-154924.9,-0.17870073390901453,-207302.22000000786,3.5948494777780265e-08,7189.706837423913,1011.687276620706,3.7851516819917848,184.45872591079646,160.26427408920358,172.36150000000004,0.0,0.0,176.44067333333336,178.43737333333328,174.44397333333336,0.0,0.0,179.26,157.49,0.0,0.0,1.6714587756434298,1.5954429475438252,0.07601582809960461,174.61364098195833,172.9421822063149,20.0,20.0,20.0,0.9479765817584244,0.6442117352655569,0.3037648464928675,0.13199988434041104,24.06407703648172,24.017592975430283,1.8584999999999643,42.16216297250251,19.581777244898888,22.58038572760363,170.86,166.87,172.435,173.19,72.0,12.0,60.0,50.3611640511621,59.4520669110155,2.2146335352067608,51.55724204654662,42.7290836653386,53.573128588462545,-57.2709163346614,4.519854117647242,0.011472494693953728,0.011471836653687006,3.5701556374004846
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,2018-01-05,173.44,175.37,173.05,175.0,23016177.0,0.0,1.0,173.44,175.37,173.05,175.0,23016177.0,5607764.19827541,23016177.0,4749061.1,-0.10723706937803597,1174887.209999978,2.2901630786681526e-08,88117.25315544877,1011.687276620706,3.680497990420944,183.13754565216132,163.33645434783878,173.23700000000005,0.0,0.0,176.1752866666667,178.28614666666664,174.06442666666672,0.0,0.0,179.26,160.37,0.0,0.0,1.5763968673440445,1.5916337172518462,-0.01523684990780172,174.67308597461488,173.0966891072709,20.0,20.0,20.0,0.9027539982100488,0.7309866142651474,0.17176738394490146,0.1362151934396581,23.702047863949595,15.813197711993904,3.802999999999969,44.5969195799069,25.991642296761732,18.60527728314516,170.86,166.87,171.5475,172.575,68.0,8.0,60.0,54.05773649250025,58.10977276626236,2.4646718995635664,46.82003001836127,46.70846394984329,48.385040814167894,-53.291536050156715,4.166442352941374,0.3728133065672434,0.3721200801853897,3.956278959249127
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,2018-01-04,172.54,173.47,172.08,173.03,22211345.0,0.0,1.0,172.54,173.47,172.08,173.03,22211345.0,23824296.49323971,-22211345.0,-554854.3,0.020946600733512868,-2741973.959999986,2.875243304986518e-09,-164228.913195214,1000.298568421033,3.626176705390873,181.71143112609346,166.0285688739067,173.8700000000001,0.0,0.0,175.61295333333337,177.64581333333328,173.5800933333334,0.0,0.0,179.26,166.97,0.0,0.0,1.32859806484052,1.5390264293077958,-0.21042836446727567,174.4202850076516,173.0916869428111,20.0,20.0,20.0,0.8241069805948771,0.80460089251459,0.019506088080287087,0.13586294329232132,23.20992686375515,-17.49221555508384,3.1299999999999386,43.368213464836685,31.21017532353218,12.158038141304505,170.4525,166.87,168.5425,170.505,64.0,4.0,60.0,42.88858610882219,60.67745327055946,2.407917439972966,51.58522308586771,11.845386533665721,33.760978049615886,-88.15461346633428,3.777111764706092,-1.1257142857142854,-1.1320984054957073,2.786028276107877
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,2018-01-03,172.53,174.55,171.96,172.23,28819653.0,0.0,1.0,172.53,174.55,171.96,172.23,28819653.0,-14661435.963723708,-28819653.0,-6460270.8,-0.0218793673092158,-16075628.52000006,-8.581473299200427e-09,-383283.2489804264,1000.298568421033,3.552164083577241,181.4435411006306,166.7414588993694,174.09250000000003,0.0,0.0,174.98395333333335,177.09081333333333,172.8770933333334,0.0,0.0,179.26,166.97,0.0,0.0,1.0561827488026552,1.4424574619700303,-0.3862747131673752,174.08329720604206,173.0271144572394,20.0,20.0,20.0,0.7870921528996307,0.8783566177287169,0.09126446482908612,0.1312956825058425,22.82289706681478,-22.554072349828363,4.3674999999999775,40.24546191703861,35.055164686229894,5.190297230808703,171.3625,166.87,164.7,166.87,60.0,12.0,48.0,39.102913392542426,50.489089033063486,2.2399885939770328,44.95859434463722,3.3169533169530987,20.623601266820728,-96.68304668304691,3.685611764706096,-0.4623475697855928,-0.4634197020902064,2.3107995722941643
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,2018-01-02,170.16,172.3,169.26,172.26,25048048.0,0.0,1.0,170.16,172.3,169.26,172.26,25048048.0,1577966.5834172592,25048048.0,-680192.6,0.020146501386729385,-2184261.310000029,-4.703827549796242e-08,-128883.9539440712,1000.472806109314,3.5155809347502966,181.05368482970212,167.61431517029786,174.33400000000003,0.0,0.0,174.33061999999995,176.32347999999996,172.3377600000001,0.0,0.0,179.26,166.97,0.0,0.0,0.8330966809023437,1.3205850722953758,-0.4874883913930324,173.80277523815133,172.96967855724895,20.0,20.0,20.0,0.6634415338786717,1.0770899333301809,0.4136483994515092,0.1238932733670393,22.615885877244228,-60.720584441514674,4.925999999999959,36.44144506938567,37.64180883232254,-1.2003637629368669,170.18,166.87,164.7,166.87,56.00000000000001,8.0,48.00000000000001,39.334610972260826,49.422556505318305,2.090927643721936,53.02771937802733,27.67527675276752,14.279205534462138,-72.32472324723248,3.047111764706102,0.017418568193705575,0.017417051337265118,2.3286206486871737
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,2017-12-29,170.52,170.59,169.22,169.23,25643711.0,0.0,1.0,170.52,170.59,169.22,169.23,25643711.0,-880461.4133698642,-25643711.0,-328663.2,-0.07579865884201865,9527826.0,-4.7339536868605e-08,-446701.91570684046,1000.472806109314,3.481610867982418,180.70545482863847,168.1885451713616,174.4470000000001,0.0,0.0,173.57462000000004,175.37947999999992,171.7697600000001,0.0,0.0,179.26,167.96,0.0,0.0,0.4093378475440943,1.13833534804823,-0.7289975005041356,173.09924014881054,172.68990230126644,20.0,20.0,20.0,0.6392100840336151,1.0276918767507008,0.3884817927170857,0.11122111065999847,22.22233605808299,-106.80979157656526,4.652999999999935,31.72761513047373,38.58527398880653,-6.8576588583327975,169.73250000000004,166.87,164.7,166.87,52.0,4.0,48.0,27.251386084249873,49.6277534874512,1.5084867807103532,46.22728608359002,0.0919117647057988,10.361380611475498,-99.90808823529423,2.1604352941179172,-1.7589690003483094,-1.7746226941033785,0.528691932992742
60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,2017-12-28,171.0,171.85,170.48,171.08,15997739.0,0.0,1.0,171.0,171.85,170.48,171.08,15997739.0,-27254471.15328453,15997739.0,-1232842.4,-0.04687721253444303,10679364.619999804,-4.618962125151379e-08,-276179.7580281396,1011.4098426353572,3.4200672345551024,180.31205135450926,168.89394864549078,174.60300000000004,0.0,0.0,173.01828666666668,174.7891466666666,171.24742666666677,0.0,0.0,179.26,169.23,0.0,0.0,0.21902642031395209,0.9544733370872048,-0.7354469167732529,172.78857615817944,172.5695497378655,20.0,20.0,20.0,0.628746502518188,1.0192669278119764,0.3905204252937884,0.09747864023175523,21.803787580066093,-84.2982282406755,1.5869999999999609,26.91457238822707,38.11888629596139,-11.204313907734315,170.23250000000004,166.87,164.7,166.87,48.0,4.0,44.0,40.19419026933635,47.285135058528155,1.2437638368449422,48.534736117364815,17.095588235294247,14.954258917589215,-82.90441176470576,1.6140823529414092,1.0931867872126857,1.0872546938713867,1.6276583105619524
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,2017-12-27,170.1,170.78,169.71,170.6,21672062.0,0.0,1.0,170.1,170.78,169.71,170.6,21672062.0,12395406.22368527,-21672062.0,-1647723.0,-0.05559125633389349,-5441159.1300000185,-5.2406093782965605e-08,114079.75773118655,1011.4098426353572,3.2736338606583097,180.38364750386955,168.7313524961305,174.55750000000003,0.0,0.0,172.54600000000005,174.32399999999993,170.76800000000006,0.0,0.0,179.26,169.23,0.0,0.0,0.029450089470941517,0.7694685061117421,-0.7400184166408005,172.45186144032292,172.42241135085197,20.0,20.0,20.0,0.5695235394214421,1.0561145774248442,0.4865910380034018,0.08288102585410663,21.398991260516226,-99.76140022027964,2.5324999999999704,22.06809210653879,36.455333985262826,-14.387241878724046,171.2575,166.87,164.2675,166.87,44.0,12.0,32.0,38.161609748109214,39.311735221379074,0.931791863849082,50.62870300421354,13.569321533923276,10.252273844641136,-86.43067846607674,1.131611764706122,-0.2805704933364628,-0.2809648301129286,1.3425210882737293
62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,2017-12-26,170.8,171.47,169.679,170.57,32968167.0,0.0,1.0,170.8,171.47,169.679,170.57,32968167.0,14214857.940590216,-32968167.0,-2585626.8,-0.001836690643487316,-8654918.280000327,-3.275892648491564e-08,-66602.8615040506,1011.4098426353572,3.167731442039859,180.42847993964241,168.63252006035762,174.53050000000005,0.0,0.0,172.21696666666668,174.0440666666666,170.38986666666668,0.0,0.0,179.26,169.23,0.0,0.0,-0.1217749402566426,0.5912196769773107,-0.7129946172339533,172.16233651540108,172.28411145565778,20.0,20.0,20.0,0.6342290252883369,1.0136514409178052,0.3794224156294683,0.06814861278744687,21.213655173005048,-89.916927431228,0.7494999999999834,18.32120737288844,33.98285444464429,-15.661647071755848,172.4075,166.315,162.6025,166.87,40.0,8.0,32.0,38.02294751838691,39.44855221636618,0.6426178717407149,45.76173931994296,13.274336283185804,14.646415350801135,-86.7256637168142,0.4377323529414241,-0.017584994138331034,-0.017586540479719304,1.3247000118807195
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,2017-12-22,174.68,175.424,174.5,175.01,16052615.0,0.0,1.0,174.68,175.424,174.5,175.01,16052615.0,1502134.9749389226,16052615.0,-3106626.7,0.05221581791929681,-24781761.26999998,-1.953638086063515e-08,412058.03783494735,1037.737213810247,3.2881791961798696,180.46980552757137,168.67019447242873,174.57000000000005,0.0,0.0,172.28810000000004,174.04259999999994,170.53360000000006,0.0,0.0,179.26,169.23,0.0,0.0,0.11294297865629233,0.4955642772692394,-0.3826212986129472,172.60044855186192,172.48750557320557,20.0,20.0,20.0,0.6460583200348191,0.9641549397939932,0.318096619759174,0.058876758805858825,21.100533335129846,10.410200592943918,-0.280000000000058,16.38886655087764,31.11915484224153,-14.730288291363888,172.361,165.4275,162.42875,166.87,36.0,4.0,32.0,61.754341805384506,46.2283678105466,1.0354707916022552,57.23086975841893,71.1302211302209,32.65795964911002,-28.869778869779097,0.9281911764708184,2.6030368763557465,2.569734549528402,3.9622193180468113
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,2017-12-21,174.17,176.02,174.1,175.01,20356826.0,0.0,1.0,174.17,176.02,174.1,175.01,20356826.0,607552.8016768143,0.0,-5120035.9,0.10527516723633393,-55994354.03999997,-1.2729878803811e-08,417855.48806941416,1037.737213810247,3.1904521107384514,180.25820511020737,168.6787948897927,174.46850000000003,0.0,0.0,172.32943333333336,174.10793333333328,170.55093333333338,0.0,0.0,179.26,169.23,0.0,0.0,0.2955345043273212,0.45555830259113,-0.1600237982638088,172.97115590708756,172.67562140276024,20.0,20.0,20.0,0.6507974044700798,0.8886402307137707,0.2378428262436909,0.05353701891267125,21.10114437409177,15.518421015186481,-0.13850000000002186,15.382186131224456,27.873073347943482,-12.490887216719026,172.51,165.4275,162.42875,166.87,32.0,4.0,28.0,61.75434180538449,41.538857443466185,1.3919500028623861,60.21313958814174,85.14705882352916,56.51720541231197,-14.852941176470845,1.5368382352943115,0.0,0.0,3.9622193180468113
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,2017-12-20,174.87,175.42,173.25,174.35,23000392.0,0.0,1.0,174.87,175.42,173.25,174.35,23000392.0,-742273.5845816316,-23000392.0,-9721692.8,0.1239508328897924,-4585532.819999976,-1.1445994592121967e-08,-86739.37900691344,1037.737213810247,3.1175626742571327,180.00173598136462,168.67026401863546,174.33600000000004,0.0,0.0,172.31610000000003,174.0795999999999,170.55260000000004,0.0,0.0,179.26,169.23,0.0,0.0,0.3828630562126136,0.44101924747458665,-0.05815619126197302,173.18328922107844,172.80042616486583,20.0,20.0,20.0,0.6928018688859687,0.896878376405315,0.20407650751934625,0.050200887110650176,21.188330907072448,2.2833987797481696,0.01399999999995316,13.574808410458472,24.562695008568124,-10.987886598109656,173.1025,165.4275,162.42875,166.87,28.000000000000004,76.0,-48.0,57.404298970687826,40.78178033548116,1.6153464867243537,55.840273787299346,75.44117647058805,77.23948547477939,-24.55882352941196,1.5746617647060646,-0.3771213073538671,-0.3778342026405035,3.5701556374004846
66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2017-12-19,175.03,175.39,174.09,174.54,27078872.0,0.0,1.0,175.03,175.39,174.09,174.54,27078872.0,-8013982.8457995765,27078872.0,-4792671.1,0.10967883262064512,-3159361.6199999917,-4.785123030973407e-09,-57229.854028422254,1037.737213810247,2.9877367689530514,179.4660748853367,168.81392511466342,174.14000000000004,0.0,0.0,172.49743333333336,174.25193333333328,170.74293333333338,0.0,0.0,179.26,169.23,0.0,0.0,0.4619865060432461,0.4452127005360424,0.016773805507203587,173.39201683161065,172.9300303255674,20.0,20.0,20.0,0.7718322561250563,0.8884713663009175,0.11663911017586115,0.048464938433567535,21.297295239435496,16.031602437378677,0.8599999999999568,13.583447072886011,21.600248914773392,-8.016801841887375,173.64,165.4275,163.75375,166.87,24.0,72.0,-48.0,58.37817730264961,49.334928079707424,1.8477579989789599,60.65148113601392,78.23529411764683,79.6078431372547,-21.764705882353173,1.9817500000002042,0.10897619730427804,0.10891686135048316,3.6830224545562498
